pattern	constr_id	form	correct_number	cls_token_num	attr	len2_nsubj	len_prefix	len_context	que_id	freq	rel_nsubj_inversed	sent	pos
subj_rel_verb	108	fit	sing	sing	none	1	7	6	4	8361	False	Cette petite de Launay qu' elle accusoit fit un fort vilain tour : elle se laissa cajoler par Gadagne , beau garÃ § on , mais peu accommodÃ , et s' y engagea si bien , qu' enfin il la lui fallut donner . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB DET ADV ADJ NOUN PUNCT PRON PRON VERB VERB ADP PROPN PUNCT ADJ NOUN PUNCT PRON PUNCT CCONJ ADV VERB PUNCT CCONJ PRON PRON VERB ADV ADV PUNCT SCONJ ADV PRON PRON PRON VERB VERB PUNCT
subj_rel_verb	109	rendit	sing	sing	False	2	8	6	5	1109	False	Cette respectable mère de famille que rien rebutait rendit de nouveau au mois d' octobre 1811 , avec l' aînée de ses filles , à Compiègne ; elle attendit l' empereur dans la forêt , et , s' étant jetée au milieu des chevaux , elle parvint à remettre sa pétition ; mais cette fois qu' en advint-il ? <eos>	DET ADJ NOUN ADP NOUN PRON PRON VERB VERB ADP ADJ ADP NOUN ADP NOUN NUM PUNCT ADP DET NOUN ADP DET NOUN PUNCT ADP PROPN PUNCT PRON VERB DET NOUN ADP DET NOUN PUNCT CCONJ PUNCT PRON AUX VERB ADP NOUN DET NOUN PUNCT PRON VERB ADP VERB DET NOUN PUNCT CCONJ DET NOUN PRON PRON PRON PUNCT
subj_rel_aux	110	est	sing	sing	True	1	7	6	4	884505	False	Cette réunion de palais qu' on nomme est probablement un lieu unique dans le monde ; il n' est que la Chine dont les résidences impériales , avec leurs vastes jardins et leurs constructions multipliées , doivent peut-être beaucoup y ressembler . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV DET NOUN ADJ ADP DET NOUN PUNCT PRON ADV AUX ADV DET PROPN PRON DET NOUN ADJ PUNCT ADP DET ADJ NOUN CCONJ DET NOUN VERB PUNCT VERB ADV ADV PRON VERB PUNCT
subj_rel_verb	111	va	sing	sing	False	15	21	6	18	15884	False	Cette soirée a laissé sa trace dans une lettre de Madame Élisabeth ; mais cet éclair de joie qu' elle accueille va se perdre et s' éteindre dans les nuages menaçants et sombres que son jugement si sûr lui fait apercevoir à l' horizon . <eos>	DET NOUN AUX VERB DET NOUN ADP DET NOUN ADP NOUN PROPN PUNCT CCONJ DET NOUN ADP NOUN PRON PRON VERB VERB PRON VERB CCONJ PRON VERB ADP DET NOUN ADJ CCONJ ADJ PRON DET NOUN ADV ADJ PRON AUX VERB ADP DET NOUN PUNCT
subj_rel_aux	112	avait	sing	sing	False	1	7	6	4	47712	False	Cette âme de vieillard qu' on disait avait brûlé toute une nuit d' un enthousiasme de vingt ans , et ce feu avait été rallumé par quelques pages de vers imparfaits , mais de vers d' amour . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX VERB ADJ DET NOUN ADP DET NOUN ADP NUM NOUN PUNCT CCONJ DET NOUN AUX AUX VERB ADP DET NOUN ADP NOUN ADJ PUNCT CCONJ ADP NOUN ADP NOUN PUNCT
subj_rel_verb	113	a	sing	sing	False	1	7	6	4	355555	False	Cette écriture d' airain qu' on appelle a un mystère terrible , c' est que les caractères enroulés l' un dans l' autre , s' enchaînent indissolublement . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB DET NOUN ADJ PUNCT PRON VERB SCONJ DET NOUN VERB DET PRON ADP DET PRON PUNCT PRON VERB ADV PUNCT
subj_rel_aux	114	sont	plur	sing	False	4	10	6	7	264728	False	Chaque jour , les états de situations qu' il reçoit sont comme des bulletins de mourans : il y voit son armée conquérante de Moskou , réduite de cent quatre-vingt mille hommes à vingt-cinq mille combattans encore en ordre . <eos>	DET NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB AUX ADP DET NOUN ADP NOUN PUNCT PRON PRON VERB DET NOUN ADJ ADP PROPN PUNCT VERB ADP NUM NUM NUM NOUN ADP NUM NUM NOUN ADV ADP NOUN PUNCT
subj_rel_aux	115	est	sing	sing	False	1	7	6	4	884505	False	Chaque poignée de sable qu' il lance est un peu de sa vie qui s' en va.--Il arrive , ce moment suprême , où tout est jeté par dessus bord ! <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX DET ADV ADP DET NOUN PRON PRON PRON VERB VERB PUNCT DET NOUN ADJ PUNCT ADV PRON AUX VERB ADP ADV NOUN PUNCT
subj_rel_aux	116	était	sing	sing	False	1	7	6	4	88321	True	Chaque preuve de dévouement que me donnait était comme un nouveau coup de poignard pour mon coeur . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADP DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT
subj_rel_verb	117	rendait	sing	plur	False	1	7	6	4	689	False	Chaque quart d' heure que nous passions rendait encore le désavantage plus grand . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB ADV DET NOUN ADV ADJ PUNCT
subj_rel_verb	118	pouvait	sing	sing	False	14	20	6	17	5999	False	Chaque soir , pendant une heure , elle ne se défendait plus ; l' épanouissement d' amour qu' elle portait pouvait enfin monter de sa poitrine , s' élargir en des prières , devant tous , au milieu du frisson religieux de la foule . <eos>	DET NOUN PUNCT ADP DET NOUN PUNCT PRON ADV PRON VERB ADV PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB ADV VERB ADP DET NOUN PUNCT PRON VERB ADP DET NOUN PUNCT ADP PRON PUNCT ADP NOUN ADP NOUN ADJ ADP DET NOUN PUNCT
subj_rel_verb	119	venait	sing	sing	False	38	44	6	41	1543	False	Chose étrange cependant : quelque décidée qu' elle fût à ne pas se soumettre aux jugements de son père , à ne pas le laisser pénétrer dans le sanctuaire de ses réflexions , elle sentait bien que l' image de sainteté qu' elle portait venait de s' effacer sans retour , comme ces formes que l' imagination aperçoit dans des vêtements jetés au hasard , et qui disparaissent d' elles-mêmes quand on se rend compte de la façon dont ils ont été jetés . <eos>	NOUN ADJ ADV PUNCT ADV ADJ PRON PRON AUX ADP ADV ADV PRON VERB ADP NOUN ADP DET NOUN PUNCT ADP ADV ADV PRON VERB VERB ADP DET NOUN ADP DET NOUN PUNCT PRON VERB ADV SCONJ DET NOUN ADP NOUN PRON PRON VERB VERB ADP PRON VERB ADP NOUN PUNCT ADP DET NOUN PRON DET NOUN VERB ADP DET NOUN VERB ADP NOUN PUNCT CCONJ PRON VERB ADP PRON SCONJ PRON PRON VERB NOUN ADP DET NOUN PRON PRON AUX AUX VERB PUNCT
subj_rel_verb	120	passa	sing	sing	False	6	12	6	9	1301	False	Comme ils s' alongeoient , une espèce de hermine qu' on appelle passa trois ou quatre fois entre les jambes . <eos>	SCONJ PRON PRON VERB PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB NUM CCONJ NUM NOUN ADP DET NOUN PUNCT
subj_rel_verb	121	resteraient	plur	sing	True	9	15	6	12	51	False	Comme l' a dit un praticien expert , des bulles de savon qu' il poserait resteraient dans un état de repos complet , et la flamme d' une bougie n' y vacillerait pas . <eos>	SCONJ PRON AUX VERB DET NOUN ADJ PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB ADP DET NOUN ADP NOUN ADJ PUNCT CCONJ DET NOUN ADP DET NOUN ADV PRON VERB ADV PUNCT
subj_rel_aux	122	est	sing	sing	False	31	37	6	34	884505	False	Comme le cours de cette rivière est navigable pendant plus de dix-huit cents milles à partir de son embouchure et que la surface qu' elle dérive est extrêmement boisée , la quantité de bois qu' elle emporte est immense . <eos>	SCONJ DET NOUN ADP DET NOUN AUX ADJ ADP ADV ADP NUM NUM NOUN ADP VERB ADP DET NOUN CCONJ SCONJ DET NOUN PRON PRON VERB AUX ADV ADJ PUNCT DET NOUN ADP NOUN PRON PRON VERB AUX ADJ PUNCT
subj_rel_verb	123	envoya	sing	sing	False	14	20	6	17	509	True	D' Aubigné fut le premier atteint et , presque au même instant , un coup de chevron que lui asséna envoya dans la rivière , où il tomba , du haut du rocher , en roulant sur lui-même et laissant son pistolet dans la ville . <eos>	ADP PROPN AUX DET ADJ VERB CCONJ PUNCT ADV ADP ADJ NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB ADP DET NOUN PUNCT ADV PRON VERB PUNCT DET NOUN DET NOUN PUNCT ADP VERB ADP PRON CCONJ VERB DET NOUN ADP DET NOUN PUNCT
subj_rel_aux	124	sera	sing	sing	False	60	66	6	63	22115	False	D' ailleurs , moi , je suis seul , je n' ai ni parents qui me pleurent , ni fiancée qui soupire , ni carrière qui me réclame , et je ne sens aucune hâte de retourner sur cette misérable planète où j' ai vu le jour , où j' ai vécu vingt années durant , et où la première carte de visite que je recevrai sera celle de mon propriétaire , transformée en papier timbré , me réclamant quinze termes échus et impayés . <eos>	ADP ADV PUNCT PRON PUNCT PRON AUX ADJ PUNCT PRON ADV VERB CCONJ NOUN PRON PRON VERB PUNCT CCONJ NOUN PRON VERB PUNCT CCONJ NOUN PRON PRON VERB PUNCT CCONJ PRON ADV VERB DET NOUN ADP VERB ADP DET ADJ NOUN ADV PRON AUX VERB DET NOUN PUNCT ADV PRON AUX VERB NUM NOUN ADP PUNCT CCONJ ADV DET ADJ NOUN ADP NOUN PRON PRON VERB AUX PRON ADP DET NOUN PUNCT VERB ADP NOUN ADJ PUNCT PRON VERB NUM NOUN VERB CCONJ ADJ PUNCT
subj_rel_aux	125	a	sing	sing	False	5	11	6	8	355555	False	D' ailleurs , puisque l' auteur de place qu' il tienne a subi la loi commune à tout écrivain grand ou petit , de voir rehausser ses premiers ouvrages aux dépens des derniers et d' entendre déclarer qu' il était fort loin d' avoir tenu le peu que ses commencements promettaient , sans opposer à une critique peut-être judicieuse et fondée des objections qui seraient suspectes dans sa bouche , il croit devoir réimprimer purement et simplement ses premiers ouvrages tels qu' il les a écrits , afin de mettre les lecteurs à même de décider , en ce qui le concerne , si ce sont des pas en avant ou des pas en arrière qui séparent _ Han d' Islande _ de _ Notre-Dame de Paris _ . <eos>	ADP ADV PUNCT SCONJ DET NOUN ADP NOUN PRON PRON VERB AUX VERB DET NOUN ADJ ADP DET NOUN ADJ CCONJ ADJ PUNCT ADP VERB VERB DET ADJ NOUN ADP NOUN DET ADJ CCONJ ADP VERB VERB SCONJ PRON AUX ADV ADV ADP AUX VERB DET ADV PRON DET NOUN VERB PUNCT ADP VERB ADP DET NOUN ADV ADJ CCONJ ADJ DET NOUN PRON AUX ADJ ADP DET NOUN PUNCT PRON VERB VERB VERB ADV CCONJ ADV DET ADJ NOUN ADJ SCONJ PRON PRON AUX VERB PUNCT ADV ADP VERB DET NOUN ADP ADV ADP VERB PUNCT ADP PRON PRON PRON VERB PUNCT SCONJ PRON AUX DET NOUN ADP NOUN CCONJ DET NOUN ADP NOUN PRON VERB PUNCT PROPN ADP PROPN PUNCT ADP PUNCT PROPN ADP PROPN PUNCT PUNCT
subj_rel_verb	126	devra	sing	sing	False	35	41	6	38	1516	False	Dans le premier cas , l' agriculteur qui veut se livrer à cette fabrication , n' a qu' à suivre les règles que j' ai tracées pour le travail des raisins secs ; seulement la quantité d' eau qu' il versera devra être augmentée proportionnellement à la quantité qu' il aura ajoutée et qu' il voudra faire fermenter avec les raisins secs . <eos>	ADP DET ADJ NOUN PUNCT DET NOUN PRON VERB PRON VERB ADP DET NOUN PUNCT ADV VERB ADV ADP VERB DET NOUN PRON PRON AUX VERB ADP DET NOUN DET NOUN ADJ PUNCT ADV DET NOUN ADP NOUN PRON PRON VERB VERB AUX VERB ADV ADP DET NOUN PRON PRON AUX VERB CCONJ PRON PRON VERB AUX VERB ADP DET NOUN ADJ PUNCT
subj_rel_aux	127	était	sing	sing	False	32	38	6	35	88321	False	Dans les colonies phéniciennes la Prostitution sacrée conservait les habitudes de lucre et de mercantilisme qui distinguaient cette race de marchands : à Sicca-Veneria , sur le territoire de Carthage , le temple de Vénus qu' on appelait était , en effet , un asile de Prostitution dans lequel les filles du pays allaient gagner leur dot à la peine de leur corps ( _ injuria corporis _ , dit Valère-Maxime ) ; elles n' en étaient que plus honnêtes femmes après avoir fait ce vilain métier , et elles ne se mariaient que mieux . <eos>	ADP DET NOUN ADJ DET NOUN ADJ VERB DET NOUN ADP NOUN CCONJ ADP NOUN PRON VERB DET NOUN ADP NOUN PUNCT ADP PROPN PUNCT ADP DET NOUN ADP PROPN PUNCT DET NOUN ADP PROPN PRON PRON VERB AUX PUNCT ADP NOUN PUNCT DET NOUN ADP NOUN ADP PRON DET NOUN ADP NOUN VERB VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT PUNCT X X PUNCT PUNCT VERB PROPN PUNCT PUNCT PRON ADV PRON AUX ADV ADV ADJ NOUN ADP AUX VERB DET ADJ NOUN PUNCT CCONJ PRON ADV PRON VERB ADV ADV PUNCT
subj_rel_verb	128	aurai	sing	sing	False	23	29	6	26	85	False	Dans les deux cas , mon but sera atteint ; et , que le ministre parle ou qu' il se taise , l' espèce de clarté que je désire aurai . <eos>	ADP DET NUM NOUN PUNCT DET NOUN AUX VERB PUNCT CCONJ PUNCT SCONJ DET NOUN VERB CCONJ SCONJ PRON PRON VERB PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB PUNCT
subj_rel_aux	129	sont	plur	plur	True	24	30	6	27	264728	True	Dans les premiers momens de cette étrange navigation , les Européens , peu faits encore aux voyages de pirogue , s' imagineraient que les précautions d' équilibre que leur imposent sont qu' une mystification réservée malignement à l' inexpérience des nouveaux passagers ; mais ce serait là une grande erreur . <eos>	ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT DET NOUN PUNCT ADV VERB ADV ADP NOUN ADP NOUN PUNCT PRON VERB SCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADV DET NOUN VERB NOUN ADP DET NOUN DET ADJ NOUN PUNCT CCONJ PRON AUX ADV DET ADJ NOUN PUNCT
subj_rel_verb	130	devaient	plur	sing	True	18	24	6	21	2919	False	De gourmé qu' il semblait au potage , il s' était animé insensiblement , et trois ou quatre aventures de garnison qu' il conta devaient laisser ignorer à personne qu' il avait eu près des femmes les plus grands succès . <eos>	ADP ADJ PRON PRON VERB ADP NOUN PUNCT PRON PRON AUX VERB ADV PUNCT CCONJ NUM CCONJ NUM NOUN ADP NOUN PRON PRON VERB VERB VERB VERB ADP PRON SCONJ PRON AUX VERB ADV ADP NOUN DET ADV ADJ NOUN PUNCT
subj_rel_verb	131	rend	sing	sing	False	3	9	6	6	8665	False	De même le besoin d' activité qu' il éprouve rend très indulgent pour sa turbulence et lui fait éprouver des mouvements d' humeur lorsqu' on l' en punit . <eos>	ADP ADV DET NOUN ADP NOUN PRON PRON VERB VERB ADV ADJ ADP DET NOUN CCONJ PRON AUX VERB DET NOUN ADP NOUN SCONJ PRON PRON PRON VERB PUNCT
subj_rel_verb	132	firent	plur	sing	none	1	7	6	4	1616	False	Des traces de pas qu' il aperçut firent qu' augmenter sa mauvaise humeur . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB ADV VERB DET ADJ NOUN PUNCT
subj_rel_verb	133	eurent	plur	sing	False	1	7	6	4	1470	False	Des ébauches de tragédies qu' il conçut eurent pas de suite et n' aboutirent qu' à quelques scènes . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB ADV DET NOUN CCONJ ADV VERB ADV ADP DET NOUN PUNCT
subj_rel_aux	134	sont	plur	sing	True	1	7	6	4	264728	False	Deux naturels de Gaspé qu' il emmena sont les premiers , à ce qu' il paraît , qui lui donnèrent connaissance de l' existence de ce fleuve ; et nous sommes porté à croire , par la route qu' il a suivie , que son second voyage a eu principalement pour objet la vérification de ce rapport des Indiens , qui lui donnèrent aussi des informations sur les contrées que ce fleuve traverse depuis Montréal jusqu' à la mer . <eos>	NUM NOUN ADP PROPN PRON PRON VERB AUX DET ADJ PUNCT ADP PRON PRON PRON VERB PUNCT PRON PRON VERB NOUN ADP DET NOUN ADP DET NOUN PUNCT CCONJ PRON AUX VERB ADP VERB PUNCT ADP DET NOUN PRON PRON AUX VERB PUNCT SCONJ DET ADJ NOUN AUX VERB ADV ADP NOUN DET NOUN ADP DET NOUN DET NOUN PUNCT PRON PRON VERB ADV DET NOUN ADP DET NOUN PRON DET NOUN VERB ADP PROPN ADP ADP DET NOUN PUNCT
subj_rel_verb	135	appuient	plur	sing	none	1	7	6	4	385	False	Deux passages de Tacite qu' on lit appuient cette tradition et nous donnent lieu de conjecturer que l' usage dont il parle était celui de tous les premiers peuples : _ non casus , non fortuita conglobatio turmam aut cuneum facit , sed familiæ et propinquitates ; duces exemplo potius quàm imperio , si prompti , si conspicui , si ante aciem agant , admiratione præsunt _ . <eos>	NUM NOUN ADP PROPN PRON PRON VERB VERB DET NOUN CCONJ PRON VERB NOUN ADP VERB SCONJ DET NOUN PRON PRON VERB AUX PRON ADP ADJ DET ADJ NOUN PUNCT PUNCT SYM X PUNCT X X X X X X X PUNCT X X CCONJ X PUNCT X X X X X PUNCT ADV X PUNCT ADV X PUNCT SYM X X X PUNCT X X PUNCT PUNCT
subj_rel_aux	136	est	sing	plur	False	6	12	6	9	884505	False	Disons mieux : après que l' impression d' étonnement qu' elles causent est dissipée , nous nous apercevons qu' elles viennent à notre rencontre , et qu' elles essaient de mettre la main sur nos pensées et nos sentiments . <eos>	VERB ADV PUNCT ADP SCONJ DET NOUN ADP NOUN PRON PRON VERB AUX VERB PUNCT PRON PRON VERB SCONJ PRON VERB ADP DET NOUN PUNCT CCONJ SCONJ PRON VERB ADP VERB DET NOUN ADP DET NOUN CCONJ DET NOUN PUNCT
subj_rel_aux	137	avait	sing	sing	none	14	20	6	17	47712	False	Dix de ses meilleurs chiens venaient d' être décousus dans une chasse , une fille d' Opéra qu' il payait avait pris la fuite avec son coiffeur , et il s' était aperçu que son maître-d' hôtel le volait . <eos>	NUM ADP DET ADJ NOUN VERB ADP AUX VERB ADP DET NOUN PUNCT DET NOUN ADP PROPN PRON PRON VERB AUX VERB DET NOUN ADP DET NOUN PUNCT CCONJ PRON PRON AUX VERB SCONJ DET NOUN NOUN PRON VERB PUNCT
subj_rel_verb	138	semblait	sing	sing	False	16	22	6	19	825	False	Dolsans , non moins amoureux , voyait tous les jours Fanchette chez sa tante : le nom de parent qu' il prenait semblait lui donner des droits à sa familiarité : cependant il ne put jamais obtenir de l' accompagner . <eos>	PROPN PUNCT ADV ADV ADJ PUNCT VERB ADJ DET NOUN PROPN ADP DET NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB PRON VERB DET NOUN ADP DET NOUN PUNCT ADV PRON ADV VERB ADV VERB ADP PRON VERB PUNCT
subj_rel_aux	139	serait	sing	sing	False	23	29	6	26	11426	False	Donc , six heures douze minutes après son lever , le soleil , ce jour-là , passerait exactement au méridien , et le point du ciel qu' il occuperait serait le nord . <eos>	ADV PUNCT NUM NOUN NUM NOUN ADP DET NOUN PUNCT DET NOUN PUNCT DET ADV PUNCT VERB ADV ADP NOUN PUNCT CCONJ DET NOUN ADP NOUN PRON PRON VERB AUX DET NOUN PUNCT
subj_rel_verb	140	donna	sing	sing	False	21	27	6	24	1799	False	Dès la première fois , le traître ou le maladroit , me fit un enfant , malheur dont sur-le-champ , l' absence de état que j' attendais donna la funeste certitude . <eos>	ADP DET ADJ NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT PRON VERB DET NOUN PUNCT NOUN PRON ADV PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB DET ADJ NOUN PUNCT
subj_rel_verb	141	paraît	sing	sing	False	13	19	6	16	2502	False	Elle a le regard si dur , si mornement inhumain , que le portrait de Frédéric qu' on voit paraît très-doux . <eos>	PRON VERB DET NOUN ADV ADJ PUNCT ADV ADJ ADJ PUNCT SCONJ DET NOUN ADP PROPN PRON PRON VERB VERB ADJ PUNCT
subj_rel_aux	142	fut	sing	sing	False	36	42	6	39	65713	False	Elle fit alors la généreuse , lui offrit sa table et sa voiture ; et ce fut certainement de grand cœur , car la Zinzolina était libérale à la manière de ses pareilles ; mais l' air de protection qu' elle prit fut pour lui le dernier coup . <eos>	PRON VERB ADV DET ADJ PUNCT PRON VERB DET NOUN CCONJ DET NOUN PUNCT CCONJ PRON AUX ADV ADP ADJ NOUN PUNCT CCONJ DET PROPN AUX ADJ ADP DET NOUN ADP DET NOUN PUNCT CCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADP PRON DET ADJ NOUN PUNCT
subj_rel_verb	143	entrera	sing	sing	False	16	22	6	19	137	False	"Elle prononça une phrase que l' on répéta souvent dans la suite : "" Le premier casque à pointe qu' elle verra entrera dans le coeur "" . Mais elle avait les bijoux . <eos>"	PRON VERB DET NOUN PRON DET PRON VERB ADV ADP DET NOUN PUNCT PUNCT DET ADJ NOUN ADP NOUN PRON PRON VERB VERB ADP DET NOUN PUNCT PUNCT CCONJ PRON VERB DET NOUN PUNCT
subj_rel_aux	144	est	sing	plur	False	4	10	6	7	884505	False	En effet , cette sorte de transcendance que nous prêtons est pas un caractère qui lui soit spécial . <eos>	ADP NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB AUX ADV DET NOUN PRON PRON AUX ADJ PUNCT
subj_rel_verb	145	envolent	plur	sing	True	14	20	6	17	71	False	En ma présence , les esprits frappeurs se taisent soudain , et les petites mains de lumière qu' on voyait envolent comme des colombes au sein de l' éther , leur patrie . <eos>	ADP DET NOUN PUNCT DET NOUN ADJ PRON VERB ADV PUNCT CCONJ DET ADJ NOUN ADP NOUN PRON PRON VERB VERB ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT DET NOUN PUNCT
subj_rel_verb	146	parvint	sing	sing	False	7	13	6	10	674	False	En manoeuvrant de la sorte , le parti de auxiliaire qu' il étoit parvint , plus rapidement qu' on ne le pourroit même imaginer , à y jouer un rôle prépondérant . <eos>	ADP VERB ADP DET NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB PUNCT ADV ADV SCONJ PRON ADV PRON VERB ADV VERB PUNCT ADP PRON VERB DET NOUN ADJ PUNCT
subj_rel_verb	147	semblait	sing	sing	False	17	23	6	20	825	False	En même temps , la sainte honte de la pudeur colora son visage ; et la petite rose d' églantier qu' elle tenait semblait pâlir de jalousie auprès de l' éclat de son teint . <eos>	ADP ADJ NOUN PUNCT DET ADJ NOUN ADP DET NOUN VERB DET NOUN PUNCT CCONJ DET ADJ NOUN ADP NOUN PRON PRON VERB VERB VERB ADP NOUN ADV ADP DET NOUN ADP DET NOUN PUNCT
subj_rel_verb	148	apprit	sing	sing	False	22	28	6	25	371	False	En rentrant chez moi , je trouvai une lettre de Moreau et un billet d' adieu que m' adressait D. L. Le ton de familiarité qu' il prenait apprit qu' il connaissait déjà tout l' empire que lui donnait sur moi l' indiscrète révélation des secrets de mon cœur . <eos>	ADP VERB ADP PRON PUNCT PRON VERB DET NOUN ADP PROPN CCONJ DET NOUN ADP NOUN PRON PRON VERB PROPN X DET NOUN ADP NOUN PRON PRON VERB VERB SCONJ PRON VERB ADV ADJ DET NOUN PRON PRON VERB ADP PRON DET ADJ NOUN DET NOUN ADP DET NOUN PUNCT
subj_rel_aux	149	est	sing	sing	False	9	15	6	12	884505	False	En un mot , M. le chimiste , cette espèce d' écume qu' on nomme est le produit nécessaire d' une certaine fermentation . <eos>	ADP DET NOUN PUNCT NOUN DET NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB AUX DET NOUN ADJ ADP DET ADJ NOUN PUNCT
subj_rel_verb	150	fait	sing	sing	False	3	9	6	6	112263	False	Enfin un petit bout d' homme qu' on surnomme fait peur à son tour , et elle déguerpit . <eos>	ADV DET ADJ NOUN ADP NOUN PRON PRON VERB VERB NOUN ADP DET NOUN PUNCT CCONJ PRON VERB PUNCT
subj_rel_aux	151	sont	plur	sing	True	3	9	6	6	264728	False	Est-ce que les oeuvres d' art qu' on réalise sont pas les meilleures ? <eos>	PRON SCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADV DET ADJ PUNCT
subj_rel_verb	152	revenait	sing	sing	False	8	14	6	11	218	False	Et , entre ces phrases entrecoupées , l' ébauche de mot qu' il reproduisait revenait ainsi qu' une réponse . <eos>	CCONJ PUNCT ADP DET NOUN ADJ PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB ADV SCONJ DET NOUN PUNCT
subj_rel_verb	153	contient	sing	sing	False	2	8	6	5	5559	False	Et ce nom de père qu' il adresse contient pour lui l' idée de pontife et de juge . <eos>	CCONJ DET NOUN ADP NOUN PRON PRON VERB VERB ADP PRON DET NOUN ADP NOUN CCONJ ADP NOUN PUNCT
subj_rel_aux	154	aurait	sing	sing	False	14	20	6	17	14678	False	Et cependant , s' il s' en rapportait aux récits de Penny , cette partie de mer qu' il traversait aurait dû être libre , car , Penny , arrivé à la limite des glaces , reconnut en canot les bords du canal de la Reine jusqu' au soixante-dix-septième degré . <eos>	CCONJ ADV PUNCT SCONJ PRON PRON PRON VERB ADP NOUN ADP PROPN PUNCT DET NOUN ADP NOUN PRON PRON VERB AUX VERB AUX ADJ PUNCT CCONJ PUNCT PROPN PUNCT VERB ADP DET NOUN DET NOUN PUNCT VERB ADP NOUN DET NOUN ADP NOUN ADP DET PROPN ADP ADP ADJ NOUN PUNCT
subj_rel_verb	155	entraînait	sing	sing	False	2	8	6	5	111	False	Et cette volonté de séparation que je simulais entraînait peu à peu pour moi quelque chose de la tristesse que j' aurais éprouvée si j' avais vraiment voulu quitter Albertine . <eos>	CCONJ DET NOUN ADP NOUN PRON PRON VERB VERB ADV ADP ADV ADP PRON DET NOUN ADP DET NOUN PRON PRON AUX VERB SCONJ PRON AUX ADV VERB VERB PROPN PUNCT
subj_rel_verb	156	devait	sing	plur	False	4	10	6	7	6967	False	"Et combien ce "" jour de Sedan que nous fêtions devait nous paraître beau et glorieux ! <eos>"	CCONJ ADV DET PUNCT NOUN ADP PROPN PRON PRON VERB VERB PRON VERB ADJ CCONJ ADJ PUNCT
subj_rel_verb	157	pourrait	sing	sing	False	16	22	6	19	7958	False	Et il attendait avec impatience l' instant où le débat allait se rouvrir , où son projet de traité qu' il portait pourrait paraître au jour et s' exhiber . <eos>	CCONJ PRON VERB ADP NOUN DET NOUN ADV DET NOUN VERB PRON VERB PUNCT ADV DET NOUN ADP NOUN PRON PRON VERB VERB VERB ADP NOUN CCONJ PRON VERB PUNCT
subj_rel_aux	158	était	sing	sing	True	27	33	6	30	88321	False	Et je sentis au plaisir qu' il paraissait éprouver à ce moment-là , et qui donnait une expression momentanément si douce à son visage , que le genre de soins que cela représentait était de ceux dont il s' acquitterait jusqu' à la fin extrême de sa vie , comme de ces fonctions honorifiques et aisées que , même gâteux , on conserve encore . <eos>	CCONJ PRON VERB ADP NOUN PRON PRON VERB VERB ADP DET ADV PUNCT CCONJ PRON VERB DET NOUN ADV ADV ADJ ADP DET NOUN PUNCT SCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADP PRON PRON PRON PRON VERB ADP ADP DET NOUN ADJ ADP DET NOUN PUNCT SCONJ ADP DET NOUN ADJ CCONJ ADJ PRON PUNCT ADV ADJ PUNCT PRON VERB ADV PUNCT
subj_rel_verb	159	acheva	sing	plur	none	2	8	6	5	188	False	Et la fille de Membertou que nous appellions acheva . <eos>	CCONJ DET NOUN ADP PROPN PRON PRON VERB VERB PUNCT
subj_rel_verb	160	semblait	sing	sing	False	3	9	6	6	825	False	Et pourtant cet amour pour Albertine que je sentais semblait en quelque sorte m' en donner la preuve . <eos>	CCONJ ADV DET NOUN ADP PROPN PRON PRON VERB VERB ADP DET NOUN PRON PRON VERB DET NOUN PUNCT
