pattern	constr_id	form	correct_number	cls_noun_num	cls_token_num	fst_noun_num	com_num	prefix	len_prefix	len_context	que_index	freq	sent	pos
obj_aux_PP	152	porté	sing	sing	sing	plur	sing	--Mes enfants , --dit M. Lebrenn d' une voix pénétrée en leur désignant du geste les curiosités historiques rassemblées sur la table , --voici les reliques de notre famille ... À chacun de ces objets se rattache , pour nous , un souvenir , un nom , un fait , une date ; de même que lorsque notre descendance possédera le récit de ma vie écrite par moi , le casque de monsieur de Plouernel et l' anneau de fer que j' ai	83	6	81	3954	--Mes enfants , --dit M. Lebrenn d' une voix pénétrée en leur désignant du geste les curiosités historiques rassemblées sur la table , --voici les reliques de notre famille ... À chacun de ces objets se rattache , pour nous , un souvenir , un nom , un fait , une date ; de même que lorsque notre descendance possédera le récit de ma vie écrite par moi , le casque de monsieur de Plouernel et l' anneau de fer que j' ai porté au bagne auront leur signification historique . <eos>	SYM NOUN PUNCT VERB NOUN PROPN ADP DET NOUN VERB ADP PRON VERB DET NOUN DET NOUN ADJ VERB ADP DET NOUN PUNCT ADJ DET NOUN ADP DET NOUN PUNCT ADP PRON ADP DET NOUN PRON VERB PUNCT ADP PRON PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT ADP ADV SCONJ SCONJ DET NOUN VERB DET NOUN ADP DET NOUN VERB ADP PRON PUNCT DET NOUN ADP NOUN ADP PROPN CCONJ DET NOUN ADP NOUN PRON PRON AUX VERB ADP NOUN VERB DET NOUN ADJ PUNCT
obj_aux_PP	153	chargé	sing	plur	sing	sing	sing	--Messire , poursuivit don Paëz , vous allez partir pour Madrid , vous et les vôtres , sous bonne escorte , mais je donnerai des ordres , j' achèterai s' il le faut le capitaine de lansquenets que j' ai	40	6	38	7294	--Messire , poursuivit don Paëz , vous allez partir pour Madrid , vous et les vôtres , sous bonne escorte , mais je donnerai des ordres , j' achèterai s' il le faut le capitaine de lansquenets que j' ai chargé de conduire le convoi , et à deux lieues d' ici , dans le premier bois que vous traverserez , il vous laissera fuir , vous et vos deux frères . <eos>	ADJ PUNCT VERB NOUN PROPN PUNCT PRON VERB VERB ADP PROPN PUNCT PRON CCONJ DET PRON PUNCT ADP ADJ NOUN PUNCT CCONJ PRON VERB DET NOUN PUNCT PRON VERB SCONJ PRON PRON VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP VERB DET NOUN PUNCT CCONJ ADP NUM NOUN ADP ADV PUNCT ADP DET ADJ NOUN PRON PRON VERB PUNCT PRON PRON VERB VERB PUNCT PRON CCONJ DET NUM NOUN PUNCT
obj_aux_PP	154	recommandés	plur	sing	sing	sing	sing	--Mon Dieu , rien , madame la baronne , répliqua Falempin , qui avait retrouvé son sang-froid en face du danger ; quelques chiffons de papier que m' avait	29	6	27	101	--Mon Dieu , rien , madame la baronne , répliqua Falempin , qui avait retrouvé son sang-froid en face du danger ; quelques chiffons de papier que m' avait recommandés le général . <eos>	PUNCT PROPN PUNCT PRON PUNCT NOUN DET NOUN PUNCT VERB PROPN PUNCT PRON AUX VERB DET NOUN ADP NOUN ADP NOUN PUNCT DET NOUN ADP NOUN PRON PRON AUX VERB DET NOUN PUNCT
obj_aux_PP	155	rencontré	sing	plur	sing	sing	sing	--Mon marché conclu , reprit-il , je suis revenu vers le centre de Paris , et je suis entré chez le premier marchand de meubles que j' ai	28	6	26	1317	--Mon marché conclu , reprit-il , je suis revenu vers le centre de Paris , et je suis entré chez le premier marchand de meubles que j' ai rencontré ... Je me proposais de louer seulement de quoi garnir notre petit logement , mais le marchand a élevé toutes sortes de difficultés ... Il tremblait pour ses meubles , il exigeait un cautionnement en argent ou la garantie de trois commerçants patentés ... Quand j' ai vu cela , et tout le temps que je perdais , j' ai acheté le strict nécessaire . <eos>	CCONJ NOUN VERB PUNCT PRON PUNCT PRON AUX VERB ADP DET NOUN ADP PROPN PUNCT CCONJ PRON AUX VERB ADP DET ADJ NOUN ADP NOUN PRON PRON AUX VERB PUNCT PRON PRON VERB ADP VERB ADV ADP PRON VERB DET ADJ NOUN PUNCT CCONJ DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT PRON VERB ADP DET NOUN PUNCT PRON VERB DET NOUN ADP NOUN CCONJ DET NOUN ADP NUM NOUN ADJ PUNCT SCONJ PRON AUX VERB PRON PUNCT CCONJ ADJ DET NOUN PRON PRON VERB PUNCT PRON AUX VERB DET ADJ NOUN PUNCT
obj_aux_PP	156	reçu	sing	sing	sing	sing	sing	--Monsieur , répondit le narrateur , piqué de l' observation , comme fort heureusement le coup de poignard que j' ai	21	6	19	6792	--Monsieur , répondit le narrateur , piqué de l' observation , comme fort heureusement le coup de poignard que j' ai reçu a glissé à droite au lieu d' aller à gauche , vous me permettrez de savoir un peu ma propre histoire ... Je vous jure qu' il y a encore des nuits où je vois en rêve les deux sacrés yeux ... <eos>	ADJ PUNCT VERB DET NOUN PUNCT VERB ADP DET NOUN PUNCT SCONJ ADV ADV DET NOUN ADP NOUN PRON PRON AUX VERB AUX VERB ADP NOUN ADP NOUN ADP VERB ADP NOUN PUNCT PRON PRON VERB ADP VERB DET ADV DET ADJ NOUN PUNCT PRON PRON VERB SCONJ PRON PRON VERB ADV DET NOUN ADV PRON VERB ADP NOUN DET NUM ADJ NOUN PUNCT
obj_aux_PP	157	vue	sing	sing	sing	sing	sing	--Non , maman , je crois que c' est une barque de sable que j' ai	16	6	14	13976	--Non , maman , je crois que c' est une barque de sable que j' ai vue arriver ce soir . <eos>	INTJ PUNCT NOUN PUNCT PRON VERB SCONJ PRON AUX DET NOUN ADP NOUN PRON PRON AUX VERB VERB DET NOUN PUNCT
obj_aux_PP	158	reçu	sing	sing	sing	sing	sing	--Non , monsieur , et mon père est à l' hospice de Bourges ; il est devenu fou à la suite d' un coup de soleil qu' il a	29	6	27	6792	--Non , monsieur , et mon père est à l' hospice de Bourges ; il est devenu fou à la suite d' un coup de soleil qu' il a reçu dans les champs , sur la tête ... <eos>	INTJ PUNCT NOUN PUNCT CCONJ DET NOUN VERB ADP DET NOUN ADP PROPN PUNCT PRON AUX VERB ADJ ADP DET NOUN ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT ADP DET NOUN PUNCT
obj_aux_PP	159	obligé	sing	sing	sing	sing	sing	--Non , monsieur ; pour éloigner les soupçons , lorsque par hasard il avait le curé de Bonne-Nouvelle et son vicaire à dîner , mon maître m' adressait devant eux de durs reproches ; il priait M. le curé de m' admonester ; il lui disait que tôt ou tard je me perdrais , que j' avais des manières trop libres avec les clercs de l' étude , que j' étais fainéante , qu' il me gardait par charité pour mon père , un honnête père de famille qu' il avait	91	6	89	1297	--Non , monsieur ; pour éloigner les soupçons , lorsque par hasard il avait le curé de Bonne-Nouvelle et son vicaire à dîner , mon maître m' adressait devant eux de durs reproches ; il priait M. le curé de m' admonester ; il lui disait que tôt ou tard je me perdrais , que j' avais des manières trop libres avec les clercs de l' étude , que j' étais fainéante , qu' il me gardait par charité pour mon père , un honnête père de famille qu' il avait obligé . <eos>	PUNCT PUNCT NOUN PUNCT ADP VERB DET NOUN PUNCT SCONJ ADP NOUN PRON VERB DET NOUN ADP PROPN CCONJ DET NOUN ADP NOUN PUNCT DET NOUN PRON VERB ADP PRON DET ADJ NOUN PUNCT PRON VERB NOUN DET NOUN ADP PRON VERB PUNCT PRON PRON VERB SCONJ ADV CCONJ ADV PRON PRON VERB PUNCT SCONJ PRON VERB DET NOUN ADV ADJ ADP DET NOUN ADP DET NOUN PUNCT SCONJ PRON AUX ADJ PUNCT SCONJ PRON PRON VERB ADP NOUN ADP DET NOUN PUNCT DET ADJ NOUN ADP NOUN PRON PRON AUX VERB PUNCT
obj_aux_PP	160	faits	plur	sing	sing	sing	sing	--Nous causions de vous , de votre parapluie , du trottoir , de l' église , des signes de croix que j' avais	23	6	21	5392	--Nous causions de vous , de votre parapluie , du trottoir , de l' église , des signes de croix que j' avais faits et que pour un rien j' aurais recommencés toutes les dix minutes . <eos>	INTJ VERB ADP PRON PUNCT ADP DET NOUN PUNCT DET NOUN PUNCT ADP DET NOUN PUNCT DET NOUN ADP NOUN PRON PRON AUX VERB CCONJ SCONJ ADP DET PRON PRON AUX VERB ADJ DET NUM NOUN PUNCT
obj_aux_PP	161	données	plur	sing	plur	sing	plur	--Nous vous devons , mademoiselle , dit Agathe , beaucoup de reconnaissance pour les marques d' attachement que vous avez	20	6	18	11853	--Nous vous devons , mademoiselle , dit Agathe , beaucoup de reconnaissance pour les marques d' attachement que vous avez données à mon frère depuis si long-temps , et pour la manière dont vous veillez à son bonheur . <eos>	INTJ PRON VERB PUNCT NOUN PUNCT VERB PROPN PUNCT ADV ADP NOUN ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN ADP ADV NOUN PUNCT CCONJ ADP DET NOUN PRON PRON VERB ADP DET NOUN PUNCT
obj_aux_PP	162	rendu	sing	sing	sing	none	sing	--Oui , j' en ai été quitte pour un joli coup d' épée que j' ai	16	6	14	3797	--Oui , j' en ai été quitte pour un joli coup d' épée que j' ai rendu avec usure , je crois , à Schomberg et à d' Épernon . <eos>	INTJ PUNCT PRON PRON AUX AUX ADJ ADP DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP NOUN PUNCT PRON VERB PUNCT ADP PROPN CCONJ ADP ADP PROPN PUNCT
obj_aux_PP	163	jetées	plur	sing	sing	plur	sing	--Oui , messieurs , dit le comte tout haut aux magistrats , je n' aime pas ces masses de terre qu' on a	23	6	21	137	--Oui , messieurs , dit le comte tout haut aux magistrats , je n' aime pas ces masses de terre qu' on a jetées ainsi devant les portes de Paris . <eos>	INTJ PUNCT NOUN PUNCT VERB DET NOUN ADV ADV ADP NOUN PUNCT PRON ADV VERB ADV DET NOUN ADP NOUN PRON PRON AUX VERB ADV ADP DET NOUN ADP PROPN PUNCT
obj_aux_PP	164	retirées	plur	plur	plur	none	plur	--Où as-tu mis les boucles d' oreilles que tu as	10	6	8	290	--Où as-tu mis les boucles d' oreilles que tu as retirées des oreilles de la tête que tu as coupée cette nuit ? <eos>	ADJ PRON VERB DET NOUN ADP NOUN PRON PRON AUX VERB DET NOUN ADP DET NOUN PRON PRON AUX VERB DET NOUN PUNCT
obj_aux_PP	165	échangées	plur	sing	sing	sing	sing	--Pas le moins du monde , dit vivement Vasseur , et puisque nous sommes si bien pour faire la causette , conte-moi donc un peu comment tu es arrivé si à propos pour nous tirer du guêpier ; où tu as appris les phrases de reconnaissance que tu as	49	6	47	111	--Pas le moins du monde , dit vivement Vasseur , et puisque nous sommes si bien pour faire la causette , conte-moi donc un peu comment tu es arrivé si à propos pour nous tirer du guêpier ; où tu as appris les phrases de reconnaissance que tu as échangées avec la hideuse hôtelière ; pourquoi tu n' avais pas tes souliers et , enfin , par quel moyen tu t' es procuré ce fusil que tu as en main ... Conte-moi tout cela dans le dos , mon brave Barnabé . <eos>	ADJ DET ADV ADP NOUN PUNCT VERB ADV PROPN PUNCT CCONJ SCONJ PRON VERB ADV ADV ADP VERB DET NOUN PUNCT VERB ADV DET ADV ADV PRON AUX VERB ADV ADP NOUN ADP PRON VERB DET NOUN PUNCT ADV PRON AUX VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET ADJ NOUN PUNCT ADV PRON ADV VERB ADV DET NOUN CCONJ PUNCT ADV PUNCT ADP DET NOUN PRON PRON AUX VERB DET NOUN PRON PRON VERB ADP NOUN PUNCT VERB DET PRON ADP DET NOUN PUNCT DET ADJ PROPN PUNCT
obj_aux_PP	166	mangé	sing	plur	plur	none	plur	--Peut-être , dit-il que le pâté aux pommes que nous avons	11	6	9	238	--Peut-être , dit-il que le pâté aux pommes que nous avons mangé au dîner lui est resté sur l' estomac . <eos>	ADV PUNCT PRON SCONJ DET NOUN ADP NOUN PRON PRON AUX VERB ADP NOUN PRON AUX VERB ADP DET NOUN PUNCT
obj_aux_PP	167	emportée	sing	sing	sing	none	sing	--Plus une tablette de chocolat que j' avais	8	6	6	159	--Plus une tablette de chocolat que j' avais emportée dans ma poche pour grignoter pendant le congrès , ajouta Gontran , je la mets dans la communauté . <eos>	PUNCT DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN ADP VERB ADP DET NOUN PUNCT VERB PROPN PUNCT PRON PRON VERB ADP DET NOUN PUNCT
obj_aux_PP	168	composé	sing	sing	plur	sing	sing	--Pour jouir de ce privilège , croyez-vous qu' il suffise de faire l' acte d' offrande que vous avez	19	6	17	8036	--Pour jouir de ce privilège , croyez-vous qu' il suffise de faire l' acte d' offrande que vous avez composé ? <eos>	PUNCT VERB ADP DET NOUN PUNCT PRON SCONJ PRON VERB ADP VERB DET NOUN ADP NOUN PRON PRON AUX VERB PUNCT
obj_aux_PP	169	ramassée	sing	sing	sing	sing	sing	--Qu' est-ce qui t' a donné cela ? --lui dit tout à coup Coriolis : il rentrait de sa chambre où il avait été chercher quelque chose , et il lui montrait une petite pièce d' or qu' il avait	40	6	38	54	--Qu' est-ce qui t' a donné cela ? --lui dit tout à coup Coriolis : il rentrait de sa chambre où il avait été chercher quelque chose , et il lui montrait une petite pièce d' or qu' il avait ramassée dans le désordre de ses affaires tirées hors des tiroirs . <eos>	VERB PRON PRON PRON AUX VERB PRON PUNCT PRON VERB ADV ADP NOUN PROPN PUNCT PRON VERB ADP DET NOUN ADV PRON AUX AUX VERB DET NOUN PUNCT CCONJ PRON PRON VERB DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN ADP DET NOUN VERB ADV DET NOUN PUNCT
obj_aux_PP	170	vu	sing	plur	sing	none	sing	--Que le chef de bandits que j' ai	8	6	6	7548	--Que le chef de bandits que j' ai vu aujourd' hui soit uscoque ou de tout autre sang , dit le jeune comte , je lui ai arrangé la main droite _ à la vénitienne _ , comme on dit . <eos>	PUNCT DET NOUN ADP NOUN PRON PRON AUX VERB ADV ADV AUX ADJ CCONJ ADP DET ADJ NOUN PUNCT VERB DET ADJ NOUN PUNCT PRON PRON AUX VERB DET NOUN ADJ PUNCT ADP DET NOUN PUNCT PUNCT SCONJ PRON VERB PUNCT
obj_aux_PP	171	entendu	sing	sing	plur	none	sing	--Quel est ce joli air de violon que nous avons	10	6	8	1443	--Quel est ce joli air de violon que nous avons entendu en entrant ? <eos>	ADJ AUX DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP VERB PUNCT
obj_aux_PP	172	envoyés	plur	sing	sing	sing	sing	--Savez-vous quelle est l' opinion de ces agents de police qu' on a	13	6	11	1463	--Savez-vous quelle est l' opinion de ces agents de police qu' on a envoyés de Paris ? <eos>	PRON ADJ AUX DET NOUN ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP PROPN PUNCT
obj_aux_PP	173	prêtée	sing	sing	sing	sing	sing	--Sixte-Quint , étant pape , manda à Rome un jacobin de Milan , et le tança comme mauvais administrateur de sa maison , en lui rappelant une certaine somme d' argent qu' il avait	34	6	32	69	--Sixte-Quint , étant pape , manda à Rome un jacobin de Milan , et le tança comme mauvais administrateur de sa maison , en lui rappelant une certaine somme d' argent qu' il avait prêtée quinze ans au paravant à un certain cordelier . <eos>	PROPN PUNCT AUX NOUN PUNCT VERB ADP PROPN DET NOUN ADP PROPN PUNCT CCONJ PRON VERB ADP ADJ NOUN ADP DET NOUN PUNCT ADP PRON VERB DET ADJ NOUN ADP NOUN PRON PRON AUX VERB NUM NOUN ADP NOUN ADP DET ADJ NOUN PUNCT
obj_aux_PP	174	achetée	sing	sing	sing	sing	sing	--Tiens , grand Louis , il faut la bâtir sur la pièce de terre que j' ai	17	6	15	311	--Tiens , grand Louis , il faut la bâtir sur la pièce de terre que j' ai achetée du père Colis ; c' est tout auprès du chemin , et la terre est excellente . <eos>	INTJ PUNCT ADJ PROPN PUNCT PRON VERB PRON VERB ADP DET NOUN ADP NOUN PRON PRON AUX VERB DET NOUN PROPN PUNCT PRON AUX ADV ADV DET NOUN PUNCT CCONJ DET NOUN AUX ADJ PUNCT
obj_aux_PP	175	trouvée	sing	sing	sing	sing	sing	--Tu me rappelles , dit le petit homme , une commission dont il faut que je te charge ; voici une boîte de fer que j' ai	27	6	25	766	--Tu me rappelles , dit le petit homme , une commission dont il faut que je te charge ; voici une boîte de fer que j' ai trouvée sur cet officier , dont tu n' as pas , comme tu le vois , toutes les dépouilles ; elle est si solidement fermée , qu' elle doit renfermer de l' or , seule chose précieuse aux yeux des hommes ; tu la remettras à la veuve Stadt , au hameau de Thoctree , pour lui payer son fils . <eos>	INTJ PRON VERB PUNCT VERB DET ADJ NOUN PUNCT DET NOUN PRON PRON VERB SCONJ PRON PRON VERB PUNCT VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT PRON PRON ADV VERB ADV PUNCT SCONJ PRON PRON VERB PUNCT ADJ DET NOUN PUNCT PRON AUX ADV ADV VERB PUNCT SCONJ PRON VERB VERB ADP DET NOUN PUNCT ADJ NOUN ADJ ADP NOUN DET NOUN PUNCT PRON PRON VERB ADP DET NOUN PROPN PUNCT ADP NOUN ADP PROPN PUNCT ADP PRON VERB DET NOUN PUNCT
obj_aux_PP	176	dérobé	sing	sing	sing	sing	sing	--Un collaborateur , reprit-il d' un air peiné , dont vous me paraissez par trop oublier les services ... À la fin du compte , si vous êtes ici , c' est grâce à moi , mon cher monsieur--sans moi , sans mon imagination si prodigieusement féconde , jamais vous n' auriez trouvé le moyen de remplacer le système de locomotion que vous avait	64	6	62	113	--Un collaborateur , reprit-il d' un air peiné , dont vous me paraissez par trop oublier les services ... À la fin du compte , si vous êtes ici , c' est grâce à moi , mon cher monsieur--sans moi , sans mon imagination si prodigieusement féconde , jamais vous n' auriez trouvé le moyen de remplacer le système de locomotion que vous avait dérobé ce gredin de Sharp , pour vous rendre de la Terre à la Lune . <eos>	X NOUN PUNCT PRON ADP DET NOUN ADJ PUNCT PRON PRON PRON VERB ADP ADV VERB DET NOUN PUNCT ADP DET NOUN NOUN NOUN PUNCT SCONJ PRON VERB ADV PUNCT PRON AUX NOUN ADP PRON PUNCT DET ADJ NOUN PRON PUNCT ADP DET NOUN ADV ADV ADJ PUNCT ADV PRON ADV AUX VERB DET NOUN ADP VERB DET NOUN ADP NOUN PRON PRON AUX VERB DET NOUN ADP PROPN PUNCT ADP PRON VERB ADP DET NOUN ADP DET NOUN PUNCT
obj_aux_PP	177	trouvé	sing	sing	sing	none	sing	--Un mot de cabale que j' ai	7	6	5	3308	--Un mot de cabale que j' ai trouvé dans le manuscrit de Nostradamus , répondit l' astrologue . <eos>	VERB NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN ADP PROPN PUNCT VERB DET NOUN PUNCT
obj_aux_PP	178	prise	sing	sing	sing	sing	sing	--Voici la parure , ajouta le juif posant sur une petite table , devant laquelle il était assis , une petite boîte de maroquin qu' il avait	27	6	25	9131	--Voici la parure , ajouta le juif posant sur une petite table , devant laquelle il était assis , une petite boîte de maroquin qu' il avait prise dans un tiroir ; voilà une parure , dit-il , qui ne serait pas restée longtemps entre mes mains , si mademoiselle Silvia l' avait voulu . <eos>	VERB DET NOUN PUNCT VERB DET NOUN VERB ADP DET ADJ NOUN PUNCT ADP PRON PRON AUX VERB PUNCT DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT VERB DET NOUN PUNCT PRON PUNCT PRON ADV AUX ADV VERB ADV ADP DET NOUN PUNCT SCONJ NOUN PROPN PRON AUX VERB PUNCT
obj_aux_PP	179	donnée	sing	plur	sing	none	sing	--Voilà la bague de fiançailles que m' a	8	6	6	3598	--Voilà la bague de fiançailles que m' a donnée ma mère . <eos>	VERB DET NOUN ADP NOUN PRON PRON AUX VERB DET NOUN PUNCT
obj_aux_PP	180	dit	sing	plur	plur	none	sing	--Voilà le seul mot à propos que vous ayez	9	6	7	15369	"--Voilà le seul mot à propos que vous ayez dit de la journée , dit sèchement Julien en le voyant s' enfuir à demi habillé et se glisser comme un chat dans l' ombre des corridors "" . <eos>"	VERB DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT VERB ADV PROPN ADP PRON VERB PRON VERB ADP NOUN ADJ CCONJ PRON VERB ADP DET NOUN ADP DET NOUN DET NOUN PUNCT PUNCT
obj_aux_PP	181	condamné	sing	sing	sing	sing	sing	--Vous ne voulez pas dire que je dois parler en faveur de votre projet de constitution que j' ai	19	6	17	3759	--Vous ne voulez pas dire que je dois parler en faveur de votre projet de constitution que j' ai condamné avec tant de violence ? <eos>	INTJ ADV VERB ADV VERB SCONJ PRON VERB VERB ADP NOUN ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP ADV ADP NOUN PUNCT
obj_aux_PP	182	vue	sing	sing	plur	none	sing	--Vous rappelez-vous cette jolie joueuse de harpe que vous avez	10	6	8	13976	--Vous rappelez-vous cette jolie joueuse de harpe que vous avez vue chez moi l' autre hiver ? <eos>	INTJ PRON DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP PRON DET ADJ NOUN PUNCT
obj_aux_PP	183	réglée	sing	plur	plur	sing	sing	--À dater de vendredi soir , neuf heures , dit-elle en se résumant , Jeanne prête nuit et jour à suivre la soeur , --à dater du même moment , voiture stationnant aux places désignées , suivant l' échelle d' heures que nous avons	44	6	42	227	--À dater de vendredi soir , neuf heures , dit-elle en se résumant , Jeanne prête nuit et jour à suivre la soeur , --à dater du même moment , voiture stationnant aux places désignées , suivant l' échelle d' heures que nous avons réglée et qui vous sera adressée par écrit . <eos>	PUNCT VERB ADP NOUN NOUN PUNCT NUM NOUN PUNCT PRON ADP PRON VERB PUNCT PROPN VERB NOUN CCONJ NOUN ADP VERB DET NOUN PUNCT ADP VERB DET ADJ NOUN PUNCT NOUN VERB ADP NOUN VERB PUNCT ADP DET NOUN ADP NOUN PRON PRON AUX VERB CCONJ PRON PRON AUX VERB ADP NOUN PUNCT
obj_aux_PP	184	emportées	plur	plur	sing	sing	sing	--À l' hôpital , on trouva dans ses vêtements des lettres d' émigrés qu' elle avait	16	6	14	72	--À l' hôpital , on trouva dans ses vêtements des lettres d' émigrés qu' elle avait emportées en quittant Liège . <eos>	PUNCT DET NOUN PUNCT PRON VERB ADP DET NOUN DET NOUN ADP NOUN PRON PRON AUX VERB ADP VERB PROPN PUNCT
obj_aux_PP	185	eu	sing	sing	sing	sing	sing	--Ça , ma chérie , c' est un coup de génie que j' ai	14	6	12	14544	--Ça , ma chérie , c' est un coup de génie que j' ai eu à Biarritz cet été . <eos>	INTJ PUNCT DET NOUN PUNCT PRON AUX DET NOUN ADP NOUN PRON PRON AUX VERB ADP PROPN DET NOUN PUNCT
obj_aux_PP	186	allumé	sing	plur	sing	sing	sing	... J' enviais jusqu' au sort du pâtre que je voyais réchauffer ses mains à l' humble feu de broussailles qu' il avait	23	6	21	186	... J' enviais jusqu' au sort du pâtre que je voyais réchauffer ses mains à l' humble feu de broussailles qu' il avait allumé au coin d' un bois . <eos>	PUNCT PRON VERB ADP NOUN NOUN DET NOUN PRON PRON VERB VERB DET NOUN ADP DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP NOUN ADP DET NOUN PUNCT
obj_aux_PP	187	dérobé	sing	sing	sing	sing	sing	17 , + Prometheo + .--Selon les uns , il fit l' homme avec de l' argile et l' anima avec le feu du ciel qu' il avait	28	6	26	113	17 , + Prometheo + .--Selon les uns , il fit l' homme avec de l' argile et l' anima avec le feu du ciel qu' il avait dérobé . <eos>	NUM PUNCT PUNCT NOUN PUNCT PUNCT DET PRON PUNCT PRON VERB DET NOUN ADP ADP DET NOUN CCONJ PRON VERB ADP DET NOUN ADP NOUN PRON PRON AUX VERB PUNCT
obj_aux_PP	188	imaginé	sing	sing	plur	plur	plur	1º Que les quatre puissances n' ont pas renoncé à établir le système d' équilibre qu' elles ont	18	6	16	333	1º Que les quatre puissances n' ont pas renoncé à établir le système d' équilibre qu' elles ont imaginé à leur avantage ; <eos>	NUM SCONJ DET NUM NOUN ADV AUX ADV VERB ADP VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT
obj_aux_PP	189	connue	sing	sing	sing	sing	sing	25 , + Miserable + .--Ce misérable c' est OVIDE qui , relégué en Sarmatie , écrit à sa femme , demeurée à Rome sur ses instances , pour intercéder en sa faveur et qui s' y emploie vainement , qu' apparemment le souci des maux qu' il endure a dû le vieillir , et termine par les vers qui suivent.--Frappé par Auguste , en l' an 9 de J.-C. , pour un motif qui est demeuré une énigme , mais que l' on suppose être une intrigue de cour qu' il aurait	93	6	91	6073	25 , + Miserable + .--Ce misérable c' est OVIDE qui , relégué en Sarmatie , écrit à sa femme , demeurée à Rome sur ses instances , pour intercéder en sa faveur et qui s' y emploie vainement , qu' apparemment le souci des maux qu' il endure a dû le vieillir , et termine par les vers qui suivent.--Frappé par Auguste , en l' an 9 de J.-C. , pour un motif qui est demeuré une énigme , mais que l' on suppose être une intrigue de cour qu' il aurait connue et divulguée , Ovide ne rentra jamais en grâce , quelques sollicitations dont il fût l' objet ; ses espérances de rappel semblent même s' être évanouies lors de l' avènement de Tibère . <eos>	NUM PUNCT PUNCT ADJ SYM PUNCT ADJ PRON AUX PROPN PRON PUNCT VERB ADP PROPN PUNCT VERB ADP DET NOUN PUNCT VERB ADP PROPN ADP DET NOUN PUNCT ADP VERB ADP DET NOUN CCONJ PRON PRON PRON VERB ADV PUNCT SCONJ ADV DET NOUN DET NOUN PRON PRON VERB AUX VERB PRON VERB PUNCT CCONJ VERB ADP DET NOUN PRON VERB ADP PROPN PUNCT ADP DET NOUN NUM ADP PROPN PUNCT ADP DET NOUN PRON AUX VERB DET NOUN PUNCT CCONJ PRON DET PRON VERB AUX DET NOUN ADP NOUN PRON PRON AUX VERB CCONJ VERB PUNCT PROPN ADV VERB ADV ADP NOUN PUNCT DET NOUN PRON PRON AUX DET NOUN PUNCT DET NOUN ADP NOUN VERB ADV PRON AUX VERB ADV ADP DET NOUN ADP PROPN PUNCT
obj_aux_PP	190	trouvé	sing	sing	sing	sing	sing	257.--La gravité est un mystère de corps qu' on a	10	6	8	3308	257.--La gravité est un mystère de corps qu' on a trouvé pour cacher le défaut d' esprit . <eos>	NUM NOUN AUX DET NOUN ADP NOUN PRON PRON AUX VERB ADP VERB DET NOUN ADP NOUN PUNCT
obj_aux_PP	191	indiqué	sing	sing	sing	plur	sing	2º Qu' il est seulement l' un des _ dialectes _ de l' ancien et vaste système de langage que j' ai	22	6	20	1155	2º Qu' il est seulement l' un des _ dialectes _ de l' ancien et vaste système de langage que j' ai indiqué ; et par _ dialecte _ , il faut entendre ce qu' en style botanique on appelle une _ variété _ , à raison de quelques formes et nuances d' accident dans une _ espèce caractérisée _ par une structure commune , constante ; <eos>	ADJ SCONJ PRON AUX ADV DET PRON DET PUNCT NOUN PUNCT ADP DET ADJ CCONJ ADJ NOUN ADP NOUN PRON PRON AUX VERB PUNCT CCONJ ADP PUNCT NOUN PUNCT PUNCT PRON VERB VERB PRON PRON ADP NOUN ADJ PRON VERB DET PUNCT NOUN PUNCT PUNCT ADP NOUN ADP DET NOUN CCONJ NOUN ADP NOUN ADP DET PUNCT NOUN VERB PUNCT ADP DET NOUN ADJ PUNCT ADJ PUNCT
obj_aux_PP	192	subie	sing	sing	sing	sing	sing	2º qu' après avoir été engraissée , une oie contient une quantité de graisse supérieure à l' augmentation de poids qu' elle a	23	6	21	199	2º qu' après avoir été engraissée , une oie contient une quantité de graisse supérieure à l' augmentation de poids qu' elle a subie ; <eos>	NUM SCONJ ADP AUX AUX VERB PUNCT DET NOUN VERB DET NOUN ADP NOUN ADJ ADP DET NOUN ADP NOUN PRON PRON AUX VERB PUNCT
